Age,Budget,Interet,Duree,Climat,Destination
51,1643,Culture,3,Tempéré,Amsterdam
18,1088,Plage,3,Tempéré,Rio de Janeiro
36,3834,Historique,5,Froid,Machu Picchu
27,1198,Plage,17,Chaud,Rio de Janeiro
46,2241,Nature,20,Tempéré,Amazonie
38,546,Nature,7,Tempéré,Le Cap
31,1354,Nature,11,Chaud,Le Cap
38,500,Historique,4,Chaud,Amazonie
32,2746,Culture,4,Froid,Buenos Aires
37,2437,Ile,8,Froid,Bali
54,4536,Aventure,9,Tempéré,Los Angeles
53,977,Culture,9,Froid,Paris
21,785,Nature,4,Tempéré,Le Cap
40,1813,Culture,9,Tempéré,Queenstown
28,2872,Culture,7,Froid,Buenos Aires
43,2478,Ile,3,Froid,Zanzibar
30,1621,Plage,5,Froid,Londres
36,3168,Aventure,4,Chaud,Dubai
25,864,Plage,8,Tempéré,Barcelone
24,1698,Aventure,5,Froid,Marrakech
55,2346,Megalopole,5,Chaud,Tokyo
34,2199,Aventure,21,Chaud,Los Angeles
23,500,Nature,3,Froid,Zanzibar
38,2319,Ile,8,Tempéré,Bangkok
42,3094,Nature,10,Tempéré,Vancouver
46,4591,Nature,14,Tempéré,Prague
48,2621,Nature,10,Chaud,Le Cap
42,2129,Culture,7,Tempéré,Londres
51,3881,Nature,6,Chaud,Le Cap
40,3090,Historique,7,Chaud,Le Caire
42,2625,Culture,13,Chaud,Buenos Aires
44,4135,Megalopole,8,Chaud,Amazonie
47,1999,Megalopole,23,Tempéré,Tokyo
50,3897,Plage,4,Tempéré,Cancun
47,2769,Historique,6,Froid,Machu Picchu
45,1680,Culture,8,Tempéré,Paris
49,4198,Nature,7,Tempéré,Rio de Janeiro
18,890,Nature,7,Tempéré,New York
31,2457,Aventure,5,Chaud,Rome
44,2730,Plage,18,Chaud,Rio de Janeiro
40,4542,Historique,7,Froid,Londres
54,4017,Nature,11,Froid,Patagonie
34,1953,Aventure,10,Tempéré,Buenos Aires
26,799,Historique,3,Chaud,Paris
23,818,Historique,6,Tempéré,Le Caire
37,2139,Megalopole,3,Chaud,Tokyo
39,2722,Ile,9,Chaud,Bali
26,1511,Historique,10,Tempéré,Machu Picchu
25,801,Aventure,5,Froid,Patagonie
19,878,Aventure,8,Chaud,Sydney
22,1789,Aventure,11,Chaud,Le Cap
46,6365,Plage,37,Froid,Cancun
30,2212,Megalopole,16,Froid,Bangkok
47,5236,Ile,6,Froid,Amsterdam
49,3380,Historique,7,Froid,Le Caire
41,3541,Historique,8,Chaud,Prague
35,2013,Ile,5,Tempéré,Santorin
35,2576,Historique,7,Tempéré,Prague
50,3292,Culture,12,Chaud,Sydney
30,2567,Ile,6,Tempéré,Buenos Aires
32,2897,Plage,5,Tempéré,Barcelone
23,1292,Aventure,3,Froid,Le Cap
41,1823,Historique,11,Froid,Barcelone
35,3244,Nature,6,Chaud,Vancouver
62,1589,Megalopole,9,Tempéré,Paris
18,1172,Plage,11,Froid,Rio de Janeiro
18,1185,Aventure,22,Tempéré,Londres
36,1980,Nature,5,Tempéré,Vancouver
30,1392,Plage,10,Tempéré,Bora Bora
18,500,Ile,18,Tempéré,Zanzibar
39,1694,Nature,9,Tempéré,Zanzibar
59,4229,Aventure,4,Froid,Tokyo
34,2704,Culture,8,Froid,Marrakech
35,2106,Aventure,8,Froid,Machu Picchu
34,1783,Culture,4,Froid,Rome
52,1475,Culture,4,Froid,Amsterdam
32,1310,Culture,10,Froid,Buenos Aires
51,3007,Nature,5,Tempéré,Dubai
49,2952,Megalopole,4,Froid,New York
42,2821,Ile,5,Tempéré,New York
45,1645,Historique,13,Froid,Rome
26,870,Culture,4,Chaud,Marrakech
45,1969,Culture,14,Tempéré,Buenos Aires
31,2102,Nature,9,Tempéré,Vancouver
33,2480,Historique,9,Chaud,Iles Galapagos
36,2525,Culture,5,Froid,Prague
35,1847,Culture,4,Tempéré,Londres
45,3497,Culture,11,Froid,Londres
41,1244,Plage,6,Tempéré,Cancun
41,3189,Aventure,10,Tempéré,Dubai
29,500,Nature,3,Froid,Vancouver
58,4329,Aventure,7,Froid,Queenstown
29,1997,Plage,10,Froid,Le Cap
24,2250,Culture,3,Chaud,Dubai
49,3207,Aventure,4,Chaud,Patagonie
27,1489,Ile,4,Tempéré,Zanzibar
23,1680,Historique,21,Chaud,Prague
32,1526,Plage,8,Chaud,Queenstown
28,1083,Megalopole,7,Tempéré,Zanzibar
52,4243,Ile,10,Froid,Londres
37,2120,Ile,22,Chaud,Amazonie
44,1937,Aventure,4,Froid,Tokyo
28,1051,Ile,10,Chaud,Iles Galapagos
35,4346,Culture,14,Chaud,Amsterdam
25,2586,Plage,3,Froid,Bora Bora
56,1253,Aventure,14,Froid,Le Cap
30,1485,Culture,6,Tempéré,Marrakech
55,4488,Historique,12,Froid,Patagonie
41,1820,Megalopole,14,Chaud,Los Angeles
23,1376,Nature,7,Froid,Queenstown
35,1909,Culture,9,Chaud,Bali
50,4572,Nature,16,Chaud,Le Cap
43,3444,Ile,8,Tempéré,Vancouver
32,2122,Historique,24,Tempéré,Buenos Aires
55,4063,Plage,4,Tempéré,New York
35,2546,Culture,3,Chaud,Paris
47,3673,Plage,7,Tempéré,Rio de Janeiro
42,2158,Plage,3,Chaud,Dubai
32,2094,Nature,18,Froid,Queenstown
53,4355,Culture,8,Froid,Santorin
33,2203,Nature,14,Froid,Amazonie
38,1487,Ile,11,Chaud,Zanzibar
32,2605,Aventure,8,Tempéré,Patagonie
59,2920,Nature,7,Froid,Paris
31,1716,Historique,6,Chaud,Le Caire
24,1402,Megalopole,5,Chaud,Los Angeles
34,2743,Historique,8,Tempéré,Amsterdam
18,1120,Aventure,7,Tempéré,Buenos Aires
26,771,Aventure,4,Froid,Barcelone
45,2901,Megalopole,15,Froid,Dubai
33,2449,Aventure,6,Tempéré,Patagonie
46,4187,Aventure,9,Tempéré,Queenstown
41,1691,Historique,7,Chaud,Machu Picchu
30,2040,Culture,12,Froid,Amsterdam
22,1587,Megalopole,7,Chaud,Sydney
34,1552,Megalopole,3,Chaud,Los Angeles
46,2302,Plage,5,Tempéré,Rio de Janeiro
22,1276,Culture,7,Froid,Londres
27,2002,Culture,4,Chaud,Rio de Janeiro
39,4033,Culture,4,Chaud,Amazonie
26,500,Megalopole,5,Chaud,Amazonie
25,500,Plage,10,Froid,Paris
45,1464,Culture,13,Chaud,Sydney
51,3801,Ile,6,Chaud,Bali
38,905,Plage,4,Froid,Tokyo
37,2461,Nature,4,Chaud,Prague
18,1714,Aventure,8,Chaud,Queenstown
44,4413,Culture,5,Froid,Paris
53,3621,Ile,9,Chaud,Santorin
41,1492,Aventure,7,Froid,Cancun
40,3723,Culture,8,Tempéré,Sydney
40,3999,Nature,5,Froid,Patagonie
18,1280,Nature,6,Froid,Patagonie
35,4095,Aventure,7,Tempéré,Los Angeles
25,821,Ile,6,Chaud,Santorin
30,1605,Culture,9,Froid,Londres
22,1973,Megalopole,10,Chaud,Sydney
28,1649,Historique,6,Chaud,New York
36,2026,Nature,3,Tempéré,Le Caire
32,819,Plage,8,Chaud,Iles Galapagos
18,1851,Plage,9,Tempéré,Amsterdam
41,1590,Plage,5,Chaud,Patagonie
35,1988,Nature,5,Chaud,Barcelone
44,2194,Megalopole,8,Tempéré,New York
18,1500,Plage,6,Chaud,Los Angeles
75,5568,Aventure,7,Tempéré,Kyoto
26,2852,Plage,12,Froid,Londres
38,3078,Culture,10,Tempéré,Machu Picchu
20,1553,Historique,10,Chaud,Kyoto
24,1185,Culture,9,Froid,Santorin
32,500,Culture,11,Chaud,Los Angeles
49,3257,Megalopole,21,Chaud,Bali
21,732,Nature,7,Froid,Patagonie
45,1186,Ile,5,Chaud,Dubai
33,3069,Nature,6,Froid,Patagonie
56,2199,Megalopole,10,Tempéré,Paris
18,1248,Historique,9,Froid,Rome
50,2241,Aventure,23,Tempéré,Queenstown
28,2677,Nature,6,Tempéré,Marrakech
32,685,Nature,9,Froid,Rio de Janeiro
34,2558,Plage,5,Tempéré,Barcelone
33,3224,Ile,6,Froid,New York
47,2616,Plage,10,Chaud,Bora Bora
35,2222,Megalopole,16,Froid,Buenos Aires
50,3008,Ile,5,Chaud,Barcelone
56,4862,Historique,7,Chaud,Zanzibar
36,2812,Historique,9,Tempéré,Rome
19,1642,Plage,9,Froid,Barcelone
26,1978,Megalopole,7,Froid,Tokyo
34,3344,Historique,14,Chaud,Le Caire
33,1486,Plage,9,Chaud,Bali
20,1154,Nature,10,Chaud,Zanzibar
34,1196,Culture,4,Tempéré,Paris
38,2093,Historique,11,Tempéré,Kyoto
19,769,Nature,5,Tempéré,Iles Galapagos
39,2132,Megalopole,7,Chaud,Los Angeles
34,1882,Megalopole,5,Chaud,Le Caire
18,1493,Plage,5,Froid,Rio de Janeiro
64,4197,Aventure,6,Tempéré,Tokyo
42,1404,Ile,4,Tempéré,Santorin
35,2729,Aventure,3,Froid,Prague
37,1565,Aventure,5,Tempéré,Patagonie
50,6316,Ile,8,Froid,Bali
21,1843,Aventure,3,Chaud,Bangkok
45,3648,Plage,3,Chaud,Bora Bora
18,500,Aventure,12,Chaud,Queenstown
21,1745,Megalopole,5,Chaud,Sydney
34,1996,Megalopole,9,Tempéré,Prague
44,3044,Aventure,4,Tempéré,Bora Bora
32,2505,Aventure,12,Froid,Patagonie
32,2228,Megalopole,5,Chaud,Sydney
32,1856,Aventure,4,Chaud,Kyoto
30,631,Ile,9,Froid,Patagonie
38,2451,Nature,16,Chaud,Rome
32,1722,Megalopole,15,Chaud,Los Angeles
56,2573,Ile,10,Tempéré,Bali
42,1981,Megalopole,6,Tempéré,Sydney
22,857,Nature,6,Froid,Le Cap
55,6278,Aventure,5,Froid,Patagonie
35,500,Nature,6,Chaud,Vancouver
44,5232,Megalopole,3,Chaud,New York
43,1211,Megalopole,5,Froid,Barcelone
34,3168,Nature,17,Tempéré,Iles Galapagos
27,911,Culture,3,Froid,Kyoto
45,1725,Plage,8,Tempéré,Cancun
30,1180,Aventure,12,Tempéré,Bali
25,2009,Plage,13,Tempéré,Rome
41,1706,Megalopole,11,Froid,Los Angeles
31,2050,Plage,8,Chaud,Amazonie
18,1018,Historique,15,Tempéré,New York
55,5844,Megalopole,9,Chaud,New York
24,2289,Megalopole,7,Tempéré,Tokyo
28,2260,Plage,14,Tempéré,Kyoto
18,1647,Ile,14,Chaud,Zanzibar
59,2280,Aventure,5,Chaud,Bali
37,2002,Aventure,4,Chaud,Rio de Janeiro
28,1589,Plage,8,Chaud,Bangkok
23,1861,Ile,5,Tempéré,Bora Bora
51,4377,Megalopole,6,Froid,Sydney
34,2302,Culture,8,Froid,Marrakech
18,1362,Nature,3,Tempéré,Amsterdam
36,905,Historique,3,Chaud,Machu Picchu
32,1908,Megalopole,15,Chaud,Zanzibar
36,2681,Nature,7,Tempéré,Los Angeles
39,1529,Historique,3,Tempéré,Kyoto
49,3383,Aventure,5,Tempéré,New York
36,4187,Plage,3,Froid,Rio de Janeiro
27,1504,Ile,6,Tempéré,Bali
35,2508,Culture,5,Chaud,Londres
55,3559,Megalopole,8,Chaud,New York
22,819,Aventure,11,Froid,Le Caire
24,2246,Culture,13,Chaud,Cancun
30,500,Ile,8,Froid,Amsterdam
51,3571,Ile,10,Tempéré,Buenos Aires
27,1398,Historique,3,Chaud,Dubai
47,2812,Plage,4,Tempéré,Paris
46,2096,Ile,5,Froid,Prague
18,1269,Ile,22,Tempéré,Santorin
36,1333,Plage,7,Chaud,Barcelone
45,4162,Nature,6,Froid,Amazonie
52,5712,Ile,17,Chaud,Zanzibar
20,817,Nature,8,Froid,Bangkok
59,5472,Ile,12,Chaud,Amazonie
41,4144,Aventure,10,Tempéré,Los Angeles
28,2595,Aventure,5,Tempéré,Londres
25,812,Culture,7,Froid,Amsterdam
24,1944,Culture,5,Tempéré,Marrakech
40,3568,Culture,13,Froid,Machu Picchu
39,2655,Plage,3,Tempéré,Cancun
32,2657,Plage,21,Chaud,Barcelone
18,1696,Aventure,9,Froid,Rio de Janeiro
56,3163,Ile,4,Chaud,New York
32,996,Nature,11,Chaud,Amazonie
46,2565,Culture,11,Tempéré,Sydney
46,2101,Ile,8,Chaud,Rome
33,2784,Megalopole,5,Tempéré,Bali
45,3638,Ile,5,Froid,Amsterdam
43,529,Nature,10,Tempéré,Amazonie
26,2129,Plage,6,Tempéré,Rio de Janeiro
61,7478,Plage,6,Tempéré,Rio de Janeiro
21,1588,Culture,13,Tempéré,Santorin
35,1690,Historique,10,Froid,Machu Picchu
24,1505,Ile,9,Froid,Bali
28,1464,Historique,6,Tempéré,Le Caire
35,1092,Aventure,11,Tempéré,Patagonie
20,1526,Megalopole,7,Chaud,Bangkok
46,3431,Megalopole,10,Tempéré,Tokyo
38,3255,Culture,7,Tempéré,Paris
18,868,Aventure,6,Chaud,Le Caire
25,1801,Ile,3,Chaud,Zanzibar
32,2348,Megalopole,9,Tempéré,New York
47,2944,Plage,11,Tempéré,Rio de Janeiro
23,1768,Nature,7,Chaud,Zanzibar
26,3053,Nature,5,Tempéré,Barcelone
42,3373,Plage,3,Chaud,Rome
18,2405,Historique,20,Tempéré,Kyoto
38,2742,Aventure,3,Tempéré,Kyoto
49,2858,Nature,14,Chaud,Rio de Janeiro
26,1704,Plage,3,Froid,Rio de Janeiro
24,2576,Megalopole,4,Chaud,Santorin
40,1763,Aventure,6,Tempéré,Patagonie
36,2301,Historique,5,Froid,Machu Picchu
25,955,Plage,3,Froid,Le Cap
41,2649,Historique,25,Froid,Patagonie
51,1829,Megalopole,7,Froid,New York
20,972,Nature,5,Froid,New York
53,5673,Plage,5,Tempéré,Sydney
51,2870,Historique,12,Tempéré,Tokyo
21,1665,Aventure,10,Tempéré,New York
41,1451,Nature,4,Tempéré,Vancouver
32,2634,Historique,12,Froid,Machu Picchu
45,500,Historique,10,Froid,Prague
32,2657,Megalopole,7,Froid,Patagonie
19,2156,Aventure,7,Chaud,Bali
43,4221,Megalopole,5,Tempéré,Dubai
28,1064,Nature,3,Froid,Vancouver
52,5041,Nature,9,Froid,Los Angeles
18,1265,Historique,16,Froid,Le Caire
51,1239,Historique,9,Froid,Kyoto
44,3417,Megalopole,4,Chaud,New York
24,1225,Historique,3,Tempéré,Bangkok
51,2713,Historique,13,Chaud,Prague
24,1923,Nature,5,Froid,Iles Galapagos
39,2613,Ile,17,Tempéré,Dubai
38,2534,Ile,5,Tempéré,Patagonie
31,1592,Historique,6,Tempéré,Le Caire
67,5138,Culture,6,Chaud,New York
48,2912,Megalopole,8,Froid,Buenos Aires
23,1141,Historique,14,Tempéré,Le Caire
20,1273,Historique,8,Chaud,Iles Galapagos
49,4508,Ile,3,Tempéré,Bora Bora
37,1838,Ile,7,Froid,Bora Bora
43,2504,Historique,5,Tempéré,New York
60,4228,Culture,4,Chaud,Sydney
45,2659,Ile,5,Chaud,Le Cap
35,1758,Megalopole,7,Froid,Bora Bora
45,2041,Aventure,4,Chaud,Bangkok
45,1436,Historique,8,Chaud,Machu Picchu
50,2876,Historique,3,Froid,Bali
40,3252,Megalopole,6,Tempéré,Cancun
56,3964,Culture,11,Tempéré,Paris
53,678,Ile,6,Froid,Prague
33,2987,Nature,3,Froid,Queenstown
36,2773,Megalopole,7,Chaud,Iles Galapagos
48,4907,Historique,9,Chaud,Machu Picchu
27,1302,Culture,9,Chaud,Bali
45,2718,Nature,11,Tempéré,Le Cap
36,2412,Ile,9,Chaud,Cancun
25,1836,Historique,18,Chaud,Vancouver
35,1849,Culture,3,Froid,Iles Galapagos
41,1750,Historique,3,Froid,Iles Galapagos
58,4125,Megalopole,12,Froid,New York
71,6782,Historique,5,Froid,Prague
38,3249,Megalopole,3,Froid,New York
36,2381,Megalopole,13,Froid,Vancouver
40,854,Ile,9,Tempéré,Bali
32,500,Ile,3,Chaud,Zanzibar
27,1909,Historique,7,Chaud,Sydney
46,4036,Plage,3,Froid,Queenstown
22,745,Nature,9,Chaud,Rio de Janeiro
38,3231,Historique,9,Chaud,Kyoto
25,1489,Plage,4,Chaud,Cancun
30,2880,Nature,10,Tempéré,Amazonie
44,2654,Megalopole,5,Froid,Buenos Aires
34,1182,Culture,11,Froid,Vancouver
35,944,Ile,3,Chaud,Bangkok
44,2745,Megalopole,17,Chaud,Rome
18,959,Plage,3,Froid,Rio de Janeiro
22,1788,Plage,6,Froid,Machu Picchu
34,2205,Nature,8,Froid,Prague
35,500,Megalopole,3,Froid,Los Angeles
33,1300,Nature,12,Tempéré,Iles Galapagos
37,2335,Plage,10,Froid,Iles Galapagos
34,1679,Culture,9,Tempéré,Paris
44,3519,Plage,4,Chaud,Cancun
34,2025,Aventure,4,Chaud,Sydney
33,2174,Aventure,4,Tempéré,Kyoto
26,1038,Nature,10,Froid,Londres
28,1001,Plage,17,Froid,Rome
37,2101,Nature,5,Froid,Paris
57,5366,Plage,6,Tempéré,Cancun
32,500,Ile,7,Froid,Iles Galapagos
31,1355,Plage,3,Froid,Londres
36,1610,Culture,12,Tempéré,Paris
21,1792,Nature,4,Froid,Bali
20,1572,Culture,11,Tempéré,Londres
43,3773,Plage,3,Froid,Barcelone
33,1437,Megalopole,4,Chaud,Le Cap
39,874,Nature,4,Chaud,Rio de Janeiro
18,1441,Ile,6,Chaud,Iles Galapagos
51,2748,Megalopole,5,Chaud,Londres
32,2281,Megalopole,8,Froid,New York
41,2856,Plage,7,Tempéré,Paris
42,3888,Megalopole,10,Chaud,New York
55,2696,Nature,10,Chaud,Iles Galapagos
35,1652,Aventure,8,Chaud,Bangkok
51,4582,Aventure,15,Froid,Vancouver
30,1639,Plage,5,Froid,Vancouver
19,500,Aventure,5,Chaud,Patagonie
38,1972,Ile,3,Chaud,Cancun
38,2111,Aventure,6,Chaud,Patagonie
29,2557,Ile,5,Tempéré,Zanzibar
43,4539,Aventure,6,Froid,Prague
40,2077,Plage,5,Tempéré,New York
40,3901,Historique,6,Tempéré,Kyoto
29,2537,Ile,3,Tempéré,Tokyo
31,3328,Megalopole,5,Chaud,Queenstown
34,1800,Plage,19,Froid,Los Angeles
38,2172,Ile,10,Chaud,Bali
21,2432,Historique,15,Tempéré,Machu Picchu
32,1582,Culture,3,Tempéré,Londres
39,4060,Culture,10,Froid,Vancouver
44,2916,Megalopole,8,Froid,Dubai
41,3877,Plage,6,Tempéré,Kyoto
30,1617,Nature,4,Tempéré,Los Angeles
61,2246,Culture,10,Froid,Patagonie
56,3239,Ile,3,Chaud,Zanzibar
48,3366,Aventure,3,Chaud,Le Caire
32,2012,Culture,6,Tempéré,Buenos Aires
18,2294,Historique,3,Tempéré,Kyoto
31,1233,Ile,11,Chaud,Bali
44,4016,Historique,9,Froid,Londres
38,1658,Historique,5,Chaud,Dubai
55,2100,Nature,5,Chaud,Le Cap
43,3112,Ile,5,Chaud,Cancun
28,2012,Plage,3,Tempéré,Buenos Aires
61,2092,Ile,3,Froid,Bali
37,3471,Culture,9,Tempéré,Rio de Janeiro
48,1546,Ile,5,Tempéré,Bali
27,1326,Nature,6,Froid,Amazonie
46,2694,Plage,11,Chaud,Santorin
36,2158,Ile,3,Tempéré,Sydney
23,1718,Megalopole,3,Froid,Sydney
29,1447,Megalopole,11,Tempéré,Bangkok
36,3684,Historique,3,Chaud,Machu Picchu
50,3093,Ile,7,Tempéré,Bali
35,2986,Culture,4,Tempéré,Amazonie
27,1561,Historique,10,Tempéré,Le Caire
32,3047,Historique,14,Froid,Amsterdam
30,2479,Culture,13,Froid,Londres
34,1148,Culture,3,Froid,Prague
48,3505,Nature,13,Tempéré,Bali
47,3471,Plage,4,Tempéré,Cancun
45,799,Plage,5,Tempéré,Le Cap
56,1897,Nature,3,Tempéré,Prague
34,1874,Historique,14,Chaud,Bali
48,2672,Historique,7,Tempéré,Prague
46,2497,Culture,8,Froid,Paris
35,2501,Nature,9,Tempéré,Buenos Aires
33,2889,Plage,3,Tempéré,Bangkok
50,2426,Plage,9,Tempéré,New York
34,1740,Culture,6,Tempéré,Amsterdam
75,4635,Plage,9,Tempéré,Dubai
18,1202,Nature,18,Chaud,Kyoto
31,2353,Megalopole,4,Froid,Londres
47,3079,Nature,7,Froid,Vancouver
41,2062,Ile,6,Tempéré,Los Angeles
39,1633,Culture,8,Tempéré,Buenos Aires
27,1170,Plage,3,Tempéré,Cancun
37,906,Ile,3,Froid,Santorin
29,1762,Nature,6,Froid,Vancouver
22,2166,Megalopole,18,Tempéré,Los Angeles
41,2876,Nature,6,Froid,Le Caire
40,500,Aventure,9,Froid,Queenstown
31,2301,Culture,8,Tempéré,Paris
47,2553,Culture,4,Tempéré,Cancun
46,2504,Ile,11,Tempéré,Amsterdam
36,3780,Nature,12,Chaud,Rio de Janeiro
32,2250,Aventure,10,Tempéré,Iles Galapagos
24,702,Plage,9,Froid,Cancun
47,889,Plage,5,Froid,Sydney
41,1105,Plage,9,Chaud,Amazonie
47,3495,Megalopole,11,Froid,Patagonie
33,2029,Nature,4,Froid,Machu Picchu
44,2180,Aventure,10,Froid,Patagonie
36,3166,Aventure,7,Tempéré,Queenstown
30,1347,Aventure,20,Tempéré,Paris
41,1816,Culture,8,Froid,Bali
49,4629,Megalopole,6,Froid,Machu Picchu
61,3718,Megalopole,7,Froid,Machu Picchu
60,2365,Culture,6,Froid,Cancun
53,2442,Culture,13,Tempéré,Amsterdam
26,2719,Plage,4,Chaud,Rio de Janeiro
32,2945,Nature,8,Tempéré,Le Cap
31,1005,Plage,6,Froid,Barcelone
39,1834,Ile,9,Chaud,Rome
38,1678,Plage,6,Chaud,Iles Galapagos
58,2598,Aventure,3,Froid,Machu Picchu
29,2162,Nature,3,Tempéré,Buenos Aires
32,2906,Culture,5,Tempéré,Londres
41,2393,Megalopole,5,Chaud,Bangkok
31,683,Aventure,16,Chaud,Sydney
54,3475,Culture,8,Froid,Santorin
18,1396,Megalopole,5,Chaud,Amazonie
26,1825,Megalopole,12,Tempéré,Marrakech
27,1759,Culture,6,Tempéré,Marrakech
55,2120,Culture,5,Froid,Amsterdam
49,3606,Ile,6,Froid,Patagonie
27,1436,Ile,17,Chaud,Bali
22,2115,Nature,8,Froid,Iles Galapagos
18,954,Megalopole,3,Tempéré,Tokyo
53,6230,Historique,9,Tempéré,Queenstown
25,2477,Megalopole,9,Chaud,Amazonie
34,2144,Ile,13,Tempéré,Amazonie
34,1897,Historique,9,Froid,Kyoto
45,940,Ile,3,Tempéré,Sydney
52,3442,Aventure,3,Tempéré,Kyoto
30,3613,Culture,8,Chaud,Paris
41,2126,Ile,17,Froid,Barcelone
25,741,Historique,13,Froid,Los Angeles
30,500,Nature,8,Tempéré,Le Cap
24,876,Megalopole,7,Tempéré,Buenos Aires
30,2096,Culture,12,Tempéré,Londres
40,2475,Plage,8,Chaud,Santorin
42,5329,Megalopole,16,Chaud,Bali
36,2430,Culture,10,Froid,Amsterdam
66,4640,Megalopole,5,Chaud,Sydney
48,4140,Nature,9,Froid,Le Cap
47,3528,Aventure,6,Chaud,Amazonie
55,5172,Nature,7,Tempéré,Vancouver
54,3809,Ile,7,Chaud,Bangkok
22,902,Plage,6,Chaud,Cancun
28,1707,Culture,5,Tempéré,Kyoto
45,4659,Aventure,3,Chaud,Patagonie
27,1888,Plage,3,Froid,Londres
45,2261,Culture,16,Chaud,Buenos Aires
40,1537,Nature,7,Tempéré,Vancouver
46,1738,Aventure,5,Tempéré,Queenstown
18,1590,Ile,12,Froid,Zanzibar
25,1985,Aventure,18,Froid,Iles Galapagos
41,1979,Ile,12,Froid,Bali
42,2532,Ile,6,Chaud,Le Caire
42,1020,Nature,4,Chaud,Machu Picchu
52,633,Ile,3,Froid,Vancouver
43,3290,Plage,10,Froid,Queenstown
25,812,Plage,13,Tempéré,Paris
32,2491,Historique,9,Chaud,Prague
50,1172,Historique,13,Chaud,Prague
41,4284,Historique,5,Chaud,Rome
27,1606,Historique,6,Froid,Le Caire
23,2154,Ile,7,Chaud,Bali
25,1612,Aventure,8,Froid,Tokyo
51,1655,Plage,7,Chaud,Barcelone
21,2119,Culture,9,Chaud,Londres
43,1693,Megalopole,6,Chaud,Sydney
44,1093,Ile,8,Tempéré,Rome
32,1922,Plage,3,Tempéré,Cancun
49,3496,Plage,7,Tempéré,Bora Bora
31,1496,Plage,10,Froid,Cancun
45,4089,Megalopole,6,Chaud,New York
23,742,Historique,7,Chaud,Kyoto
35,2982,Culture,7,Froid,Londres
57,3605,Historique,13,Froid,Le Caire
18,500,Nature,5,Chaud,Vancouver
53,3916,Megalopole,13,Tempéré,Rio de Janeiro
33,1590,Megalopole,22,Froid,Bangkok
42,1941,Culture,10,Froid,Marrakech
31,2709,Culture,9,Tempéré,Marrakech
48,3000,Ile,6,Chaud,Prague
18,1307,Historique,4,Froid,Machu Picchu
39,3449,Ile,9,Froid,Bora Bora
49,500,Megalopole,24,Chaud,Bangkok
42,1368,Culture,5,Froid,Amsterdam
35,2545,Culture,6,Chaud,Marrakech
25,943,Ile,5,Froid,Zanzibar
45,5368,Culture,4,Froid,Marrakech
56,1547,Culture,7,Chaud,Paris
31,1471,Megalopole,16,Tempéré,Bangkok
37,3685,Culture,8,Chaud,Iles Galapagos
43,3655,Aventure,5,Tempéré,Queenstown
50,2630,Historique,7,Froid,Bali
28,1729,Aventure,17,Froid,Machu Picchu
28,2212,Nature,12,Tempéré,Vancouver
37,1239,Nature,10,Froid,Rio de Janeiro
54,1735,Nature,11,Froid,Santorin
50,2779,Aventure,7,Froid,Queenstown
56,3317,Historique,4,Chaud,Zanzibar
19,513,Ile,10,Tempéré,Bali
34,2526,Historique,7,Chaud,Zanzibar
34,1421,Aventure,5,Tempéré,Patagonie
32,1999,Culture,3,Chaud,Paris
30,1315,Plage,9,Tempéré,Rio de Janeiro
47,2121,Plage,8,Tempéré,Kyoto
42,2685,Megalopole,4,Tempéré,Sydney
42,2260,Aventure,16,Chaud,Zanzibar
39,990,Plage,11,Tempéré,Rio de Janeiro
46,2820,Plage,5,Tempéré,Sydney
36,3645,Megalopole,3,Chaud,Tokyo
59,6780,Ile,21,Chaud,Rome
18,689,Historique,6,Froid,Rome
21,2738,Megalopole,8,Froid,Prague
45,2980,Megalopole,8,Froid,Londres
32,3136,Nature,6,Froid,Vancouver
60,4528,Historique,9,Chaud,Rome
31,869,Culture,3,Chaud,Kyoto
40,3134,Nature,9,Froid,Le Cap
40,2527,Plage,9,Chaud,Barcelone
42,2722,Plage,17,Tempéré,Buenos Aires
56,3549,Ile,7,Tempéré,Bora Bora
58,3684,Aventure,5,Froid,Queenstown
45,3643,Culture,6,Froid,Marrakech
48,2048,Plage,9,Chaud,Barcelone
37,2457,Aventure,23,Tempéré,Buenos Aires
42,2448,Aventure,9,Tempéré,Queenstown
27,500,Megalopole,5,Tempéré,Iles Galapagos
44,1741,Plage,8,Chaud,Londres
20,1727,Culture,5,Chaud,Barcelone
22,827,Megalopole,3,Chaud,Dubai
60,3867,Megalopole,12,Tempéré,Bangkok
27,1817,Megalopole,14,Chaud,Iles Galapagos
20,899,Historique,6,Chaud,Bali
46,2596,Ile,9,Froid,Bali
37,3875,Historique,3,Chaud,Kyoto
40,2087,Historique,4,Froid,Rome
37,1266,Historique,7,Chaud,Le Caire
53,1299,Ile,6,Froid,Amsterdam
48,4078,Plage,9,Chaud,Dubai
31,1979,Culture,5,Froid,Londres
31,1744,Culture,7,Froid,Amsterdam
43,1734,Historique,11,Chaud,Machu Picchu
47,2058,Culture,10,Tempéré,Le Caire
31,1530,Megalopole,3,Tempéré,Le Cap
37,1072,Nature,5,Tempéré,Amazonie
32,1795,Nature,8,Froid,Vancouver
43,1948,Historique,6,Froid,Machu Picchu
35,2341,Aventure,10,Chaud,Rome
38,1995,Historique,14,Chaud,Cancun
52,5060,Aventure,5,Chaud,Sydney
59,5132,Historique,8,Froid,Queenstown
